submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours
6.45E+15,14-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,None of the above,Anzoátegui,,1,No,There are not enough
6.67E+15,18-03-2021,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Anzoátegui,,1,No,Irregularly
5.14E+15,28-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,3 days,Irregularly
5.51E+15,15-03-2021,Female,16 to 25 years old,Rural,Prefer not to answer,University or college degree completed,I am unemployed,Anzoátegui,,1,No,Irregularly
6.68E+15,03-04-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,I am unemployed,Anzoátegui,,1,No,There are not enough
5.36E+15,14-03-2021,Female,16 to 25 years old,Rural,Prefer not to answer,Some technical education (e.g polytechnic school),I am a student and I work part-time,Anzoátegui,,0,No,There are not enough
5.17E+15,15-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,,1,No,Irregularly
5.88E+15,29-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,There are enough
4.89E+15,14-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,2 days,Irregularly
5.55E+15,25-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.61E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some university or college,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.53E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am unemployed,Anzoátegui,,0,No,There are enough
6.63E+15,14-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Anzoátegui,,1,No,Irregularly
5.70E+15,20-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Anzoátegui,,1,No,Irregularly
5.22E+15,15-03-2021,Female,36 to 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,There are not enough
6.16E+15,19-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.55E+15,08-06-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,,1,No,Irregularly
5.24E+15,29-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am a student,Anzoátegui,,1,No,Irregularly
5.39E+15,30-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,,1,No,Irregularly
6.19E+15,23-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Zulia,,1,No,Irregularly
5.87E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,I am retired,Zulia,,0,No,Irregularly
4.82E+15,18-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,Irregularly
5.14E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Lara,,1,No,Irregularly
5.70E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Post-graduate education,"I work full-time, either as an employee or self-employed",Lara,,0,1 day,There are not enough
6.48E+15,17-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,Irregularly
6.03E+15,17-03-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am a student,Lara,,1,No,There are not enough
5.50E+15,18-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Mérida,,1,No,There are not enough
6.34E+15,17-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,There are not enough
6.40E+15,17-03-2021,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Lara,,1,No,Irregularly
6.15E+15,14-03-2021,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,,1,No,Irregularly
5.31E+15,25-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Some technical education (e.g polytechnic school),I am a student and I work part-time,Lara,,1,No,There are not enough
6.50E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,2 days,Irregularly
5.17E+15,13-03-2021,Male,36 to 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,There are not enough
5.06E+15,02-04-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,There are not enough
4.98E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unable to work due to long-term illness or disability,Lara,,1,No,Irregularly
4.97E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Lara,,1,No,Irregularly
6.68E+15,20-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Lara,,1,No,Irregularly
6.21E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,None of the above,Lara,,1,No,Irregularly
5.05E+15,15-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,,1,No,There are not enough
6.03E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Lara,,1,No,Irregularly
5.72E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am retired,Lara,,1,No,There are not enough
5.65E+15,13-03-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student and I work part-time,Miranda,,0,No,There are enough
4.98E+15,14-03-2021,Male,26 to 35 years old,Rural,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
5.55E+15,17-03-2021,Male,16 to 25 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,I am unemployed,Aragua,,1,No,There are not enough
4.59E+15,19-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Monagas,,1,No,Irregularly
4.68E+15,22-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Mérida,,1,3 days,Irregularly
5.66E+15,13-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Lara,,1,No,There are not enough
5.85E+15,13-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,There are not enough
6.60E+15,17-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Lara,,1,No,There are enough
4.91E+15,14-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
5.49E+15,13-03-2021,Prefer not to answer,16 to 25 years old,Suburban/Peri-urban,Prefer not to answer,Secondary school/ high school completed,I am a student,Aragua,,1,No,There are not enough
4.66E+15,02-04-2021,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,I am a student,Aragua,,1,No,Irregularly
6.19E+15,18-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some primary education,I am a student,Aragua,,0,No,There are enough
4.80E+15,14-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Aragua,,1,No,Irregularly
4.55E+15,14-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,I am a student,Aragua,,0,No,Irregularly
6.15E+15,26-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Prefer not to answer,None of the above,Aragua,,1,No,Irregularly
6.28E+15,22-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
6.47E+15,13-03-2021,Male,36 to 45 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,3 days,There are not enough
5.28E+15,15-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Aragua,,1,No,Irregularly
5.16E+15,16-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are enough
5.92E+15,14-03-2021,Female,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Barinas,,1,No,There are not enough
5.57E+15,14-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,No formal education,I am a student,Bolívar,,1,4 days,There are not enough
4.93E+15,20-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Aragua,,0,1 day,Irregularly
4.71E+15,13-03-2021,Male,Over 45 years old,Rural,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,Every day,Irregularly
5.66E+15,13-03-2021,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Aragua,,1,No,Irregularly
4.71E+15,15-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are enough
4.62E+15,20-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am a student and I work part-time,Aragua,,1,No,There are not enough
4.65E+15,20-04-2021,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,0,2 days,There are enough
5.31E+15,15-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Aragua,,1,No,Irregularly
5.24E+15,24-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some secondary school / high school,"I work part-time, either as an employee or self-employed",Aragua,,1,No,Irregularly
6.64E+15,13-03-2021,Female,36 to 45 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
4.72E+15,06-04-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Aragua,,1,No,There are not enough
6.13E+15,13-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
6.01E+15,01-04-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,Irregularly
5.09E+15,13-03-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Aragua,,1,No,Irregularly
5.11E+15,19-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Aragua,,0,No,There are enough
4.74E+15,23-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Portuguesa,,1,No,There are not enough
5.75E+15,13-03-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am a student,Miranda,,1,4 days,There are not enough
6.64E+15,18-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Miranda,,1,4 days,There are not enough
6.39E+15,16-03-2021,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Primary school completed,I am unemployed,Miranda,,1,No,There are not enough
5.11E+15,22-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Miranda,,1,Every day,There are not enough
6.14E+15,27-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
6.01E+15,13-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Primary school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,Every day,Irregularly
6.63E+15,26-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Miranda,,0,No,There are enough
5.99E+15,31-03-2021,Prefer not to answer,16 to 25 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,I am a student,Miranda,,0,No,There are not enough
5.70E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,I am unemployed,Miranda,,1,No,Irregularly
5.74E+15,13-03-2021,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Some primary education,"I work full-time, either as an employee or self-employed",Miranda,,1,Every day,Irregularly
4.53E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,3 days,Irregularly
6.05E+15,14-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
4.61E+15,13-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,No formal education,"I do housework, fulfilling domestic tasks, looking after children",Miranda,,1,4 days,Irregularly
6.18E+15,13-03-2021,Male,16 to 25 years old,Rural,Prefer not to answer,Some secondary school / high school,I am a student,Miranda,,1,No,There are not enough
5.67E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
6.40E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Miranda,,1,1 day,Irregularly
5.97E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
4.54E+15,17-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
5.42E+15,29-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Portuguesa,,1,No,There are not enough
5.67E+15,26-03-2021,Female,16 to 25 years old,Rural,"I can comfortably afford food, clothes, and furniture, and I have savings",Some university or college,I am a student,Bolívar,,1,No,There are not enough
6.62E+15,27-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Nueva Esparta,,0,No,Irregularly
5.22E+15,02-04-2021,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Aragua,,1,1 day,There are not enough
5.47E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Aragua,,1,Every day,There are not enough
6.26E+15,28-03-2021,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Aragua,,1,No,There are enough
5.54E+15,14-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Aragua,,1,No,There are not enough
6.56E+15,25-03-2021,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Yaracuy,,1,No,There are not enough
6.04E+15,03-04-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Delta Amacuro,,1,No,Irregularly
6.51E+15,26-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Primary school completed,I am a student and I work part-time,Delta Amacuro,,1,No,There are enough
5.78E+15,22-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Delta Amacuro,,1,No,Irregularly
5.51E+15,25-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Delta Amacuro,,1,Every day,Irregularly
5.46E+15,25-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Delta Amacuro,,1,No,Irregularly
4.90E+15,25-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student and I work part-time,Delta Amacuro,,1,No,Irregularly
6.71E+15,15-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Sucre,,1,No,There are not enough
6.30E+15,19-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Sucre,,1,No,There are enough
4.88E+15,14-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Sucre,,0,No,Irregularly
5.01E+15,24-03-2021,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Sucre,,1,No,There are not enough
4.82E+15,14-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some secondary school / high school,I am a student,Sucre,,0,No,There are not enough
5.70E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Sucre,,0,No,Irregularly
4.79E+15,04-04-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Guárico,,1,No,Irregularly
5.41E+15,13-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Yaracuy,,1,No,Irregularly
6.03E+15,26-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Yaracuy,,1,No,Irregularly
5.64E+15,13-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",Prefer not to answer,I am a student,Nueva Esparta,,1,No,There are not enough
5.16E+15,14-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Primary school completed,I am a student,Portuguesa,,0,No,Irregularly
4.98E+15,15-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,2 days,There are not enough
5.15E+15,01-04-2021,Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Guárico,,1,No,Irregularly
6.05E+15,14-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,No,Irregularly
5.99E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,No,Irregularly
5.75E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,No,There are not enough
4.62E+15,13-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,None of the above,Guárico,,1,No,Irregularly
5.74E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Post-graduate education,"I work part-time, either as an employee or self-employed",Guárico,,1,No,Irregularly
6.73E+15,13-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Guárico,,1,No,Irregularly
4.71E+15,01-04-2021,Female,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,None of the above,Guárico,,1,No,Irregularly
5.74E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Guárico,,0,Every day,Irregularly
4.70E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,No,Irregularly
5.86E+15,20-03-2021,Female,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Post-graduate education,None of the above,Guárico,,0,No,There are enough
5.82E+15,21-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Portuguesa,,1,No,Irregularly
6.06E+15,18-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Guárico,,1,No,There are not enough
4.99E+15,18-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Guárico,,1,No,There are enough
5.80E+15,17-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some university or college,"I do housework, fulfilling domestic tasks, looking after children",Guárico,,1,No,Irregularly
5.73E+15,15-03-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,Every day,Irregularly
5.64E+15,22-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Guárico,,1,No,There are not enough
5.39E+15,02-04-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Guárico,,1,No,There are not enough
5.63E+15,31-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,"I do housework, fulfilling domestic tasks, looking after children",Guárico,,1,No,Irregularly
4.52E+15,02-04-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Some university or college,I am a student,Guárico,,1,No,Irregularly
5.73E+15,03-04-2021,Female,16 to 25 years old,Suburban/Peri-urban,Prefer not to answer,Prefer not to answer,I am a student,Guárico,,1,No,There are enough
5.55E+15,13-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Guárico,,1,No,Irregularly
6.21E+15,16-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Guárico,,1,No,Irregularly
6.72E+15,03-04-2021,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Guárico,,1,No,There are not enough
5.45E+15,13-03-2021,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am a student,Guárico,,1,3 days,Irregularly
4.77E+15,17-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,,1,No,There are not enough
5.53E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Zulia,,1,No,There are enough
6.12E+15,16-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Zulia,,1,No,Irregularly
5.69E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Zulia,,1,No,There are enough
4.68E+15,13-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am a student,Zulia,,1,No,There are not enough
5.67E+15,13-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Zulia,,1,No,There are enough
4.64E+15,25-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some university or college,I am unemployed,Zulia,,1,No,There are enough
